id,fecha,producto,precio,cantidad
6477,2023-06-28,nodachiElite,1088.22,10
6478,2023-12-18,katanaAcero,755.4100000000001,7
6479,2026-01-20,nodachiElite,755.4100000000001,10
6480,2023-10-10,katanaAcero,1074.74,10
6481,2023-12-16,bokenEntrenamiento,457.4,3
6482,2023-01-13,nodachiElite,586.28,7
6483,2026-01-20,katanaAcero,773.81,8
6484,2026-01-20,shuriken,755.4100000000001,3
6485,2023-07-29,katanaAcero,561.28,5
6486,2023-10-05,tantoMadera,567.07,9
6487,2023-03-12,bokenEntrenamiento,718.71,8
6488,2023-07-14,katanaAcero,346.35,5
6489,2023-03-09,tantoMadera,704.58,8
6490,2023-03-08,katanaAcero,18.29,7
6491,2023-10-03,bokenEntrenamiento,1083.57,10
6492,2023-12-31,shuriken,1032.57,7
6493,2026-01-20,shuriken,58.4,2
6494,2023-11-18,shuriken,145.18,3
6495,2023-06-29,tantoMadera,1084.63,2
6496,2026-01-20,shuriken,690.16,7
6497,2023-10-25,shuriken,755.4100000000001,6
6498,2023-11-01,tantoMadera,1383.39,7
6499,2026-01-21,kunaiHierro,1439.63,7
6500,2026-01-21,shuriken,315.12,10
6501,2026-01-21,kunaiHierro,970.4,7
6502,2023-07-20,nodachiElite,755.4100000000001,9
6503,2023-06-26,nodachiElite,982.4,10
6504,2023-08-16,shuriken,745.56,10
6505,2023-01-28,shuriken,1360.38,5
6506,2023-03-10,nodachiElite,1051.81,1
6507,2023-10-20,katanaAcero,323.77,8
6508,2023-08-29,katanaAcero,755.4100000000001,2
6509,2023-12-11,nodachiElite,468.28,5
6510,2026-01-21,katanaAcero,980.27,7
6511,2023-04-21,katanaAcero,496.14,3
6512,2023-07-19,tantoMadera,75.63,6
6513,2023-11-22,kunaiHierro,416.05,5
6514,2023-12-13,katanaAcero,1165.09,4
6515,2023-02-22,tantoMadera,1244.18,4
6516,2023-03-31,nodachiElite,755.4100000000001,5
6517,2023-11-01,shuriken,811.76,4
6518,2026-01-20,katanaAcero,1439.18,8
6519,2023-08-16,tantoMadera,1129.99,2
6520,2023-07-18,kunaiHierro,1446.29,5
6521,2026-01-21,katanaAcero,705.93,9
6522,2026-01-21,bokenEntrenamiento,597.01,10
6523,2023-10-08,shuriken,837.69,8
6524,2026-01-21,kunaiHierro,1055.17,8
6525,2023-01-14,bokenEntrenamiento,1436.47,10
6526,2023-11-20,kunaiHierro,296.37,5
6527,2023-02-19,shuriken,855.76,6
6528,2026-01-21,katanaAcero,762.44,7
6529,2023-02-12,shuriken,344.05,1
6530,2023-01-20,katanaAcero,629.36,8
6531,2023-03-03,katanaAcero,13.71,3
6532,2023-08-09,nodachiElite,846.06,5
6533,2026-01-21,tantoMadera,248.67,9
6534,2023-12-23,kunaiHierro,1352.0,5
6535,2023-05-24,shuriken,662.7,9
6536,2023-04-22,katanaAcero,1098.63,7
6538,2023-10-16,bokenEntrenamiento,755.4100000000001,2
6539,2023-10-07,katanaAcero,911.5,9
6540,2023-02-15,bokenEntrenamiento,847.03,9
6541,2026-01-20,nodachiElite,786.8,5
6542,2023-07-16,katanaAcero,1044.3,2
6543,2026-01-21,kunaiHierro,530.57,10
6544,2023-12-14,katanaAcero,1471.7,7
6545,2026-01-20,nodachiElite,584.9,5
6546,2023-05-31,nodachiElite,1352.97,1
6547,2026-01-20,shuriken,129.52,5
6548,2023-08-28,kunaiHierro,1045.55,1
6549,2023-11-26,tantoMadera,504.47,9
6550,2023-05-13,katanaAcero,1075.43,7
6551,2026-01-21,nodachiElite,1293.06,5
6552,2023-04-04,katanaAcero,833.38,1
6553,2023-07-05,katanaAcero,326.83,5
6554,2026-01-21,katanaAcero,524.61,10
6555,2023-10-25,tantoMadera,1178.26,8
6556,2023-05-10,nodachiElite,755.4100000000001,8
6557,2026-01-21,katanaAcero,1349.2,8
6558,2026-01-20,shuriken,1273.58,5
6559,2026-01-20,nodachiElite,1197.55,10
6560,2023-01-04,shuriken,945.62,2
6561,2023-11-09,katanaAcero,1043.89,4
6562,2023-05-22,tantoMadera,588.87,5
6563,2026-01-21,nodachiElite,1281.45,8
6564,2026-01-20,kunaiHierro,170.83,5
6565,2023-07-14,shuriken,43.65,6
6566,2023-11-24,bokenEntrenamiento,755.4100000000001,10
6567,2023-01-04,kunaiHierro,1279.94,1
6568,2023-09-07,shuriken,1371.03,1
6569,2026-01-21,bokenEntrenamiento,781.47,1
6570,2023-02-04,tantoMadera,669.7,3
6571,2023-06-25,bokenEntrenamiento,755.4100000000001,10
6572,2026-01-20,kunaiHierro,740.29,2
6573,2026-01-21,nodachiElite,1127.93,7
6574,2023-01-24,katanaAcero,1072.89,9
6575,2023-07-11,katanaAcero,1393.62,1
6576,2023-01-05,kunaiHierro,484.66,1
6577,2023-12-04,katanaAcero,1318.84,3
6578,2023-12-22,shuriken,1441.71,9
6579,2023-09-24,shuriken,822.78,1
6580,2023-09-03,kunaiHierro,1131.33,2
6581,2023-05-01,katanaAcero,1150.09,6
6582,2023-01-22,bokenEntrenamiento,217.54,1
6583,2023-02-13,kunaiHierro,1254.72,7
6584,2023-09-08,shuriken,48.97,7
6585,2026-01-20,tantoMadera,125.59,9
6586,2026-01-21,tantoMadera,560.96,3
6587,2026-01-20,tantoMadera,851.11,9
6588,2023-09-02,bokenEntrenamiento,1493.88,4
6589,2023-04-04,tantoMadera,1149.25,6
6590,2023-05-21,tantoMadera,1416.54,10
6591,2026-01-20,nodachiElite,934.81,7
6592,2023-11-01,tantoMadera,755.4100000000001,6
6593,2023-03-05,kunaiHierro,755.4100000000001,6
6594,2023-12-15,tantoMadera,844.89,5
6595,2023-11-26,tantoMadera,1379.51,1
6596,2023-02-17,shuriken,76.08,4
6597,2023-04-23,nodachiElite,570.95,4
6598,2026-01-20,kunaiHierro,726.7,8
6599,2023-02-17,bokenEntrenamiento,353.49,7
6600,2023-08-02,tantoMadera,1209.66,2
6601,2023-10-17,kunaiHierro,653.71,8
6602,2023-07-07,katanaAcero,284.58,7
6603,2023-09-10,shuriken,1026.49,1
6604,2023-12-15,nodachiElite,249.44,6
6605,2023-03-04,shuriken,779.07,1
6606,2026-01-21,kunaiHierro,339.61,2
6607,2023-11-17,nodachiElite,1210.45,10
6608,2023-03-11,bokenEntrenamiento,311.41,8
6609,2023-09-16,nodachiElite,390.23,7
6610,2023-09-19,kunaiHierro,1499.67,8
6611,2026-01-20,katanaAcero,1427.07,7
6612,2023-08-04,shuriken,746.42,4
6613,2023-10-05,tantoMadera,1455.47,1
6614,2023-03-03,shuriken,1147.59,6
6615,2023-03-11,bokenEntrenamiento,1349.98,2
6616,2026-01-21,kunaiHierro,1349.84,9
6617,2023-06-19,katanaAcero,755.4100000000001,10
6618,2026-01-20,bokenEntrenamiento,660.78,3
6619,2023-06-12,nodachiElite,755.4100000000001,9
6620,2026-01-20,bokenEntrenamiento,1001.4,6
6621,2023-07-02,kunaiHierro,448.38,9
6622,2026-01-20,shuriken,762.75,5
6623,2023-07-11,tantoMadera,451.85,7
6624,2023-09-30,katanaAcero,692.97,1
6625,2023-08-12,tantoMadera,755.4100000000001,7
6626,2023-08-01,kunaiHierro,89.06,7
6627,2026-01-20,tantoMadera,755.4100000000001,7
6628,2023-06-14,shuriken,383.94,1
6629,2023-10-08,shuriken,454.22,2
6630,2023-12-20,nodachiElite,907.63,4
6631,2026-01-21,bokenEntrenamiento,1399.77,8
6633,2023-04-03,kunaiHierro,1420.89,6
6634,2023-04-03,katanaAcero,755.4100000000001,8
6635,2023-07-22,nodachiElite,1408.01,9
6636,2026-01-20,shuriken,965.23,5
6637,2023-04-15,shuriken,716.97,2
6638,2026-01-20,nodachiElite,637.43,1
6639,2026-01-21,shuriken,1061.6,6
6640,2023-10-01,tantoMadera,577.59,9
6641,2023-03-19,nodachiElite,384.01,4
6642,2026-01-21,nodachiElite,659.31,2
6643,2023-02-11,kunaiHierro,1462.96,2
6644,2026-01-21,shuriken,515.18,8
6645,2023-12-18,nodachiElite,660.89,1
6646,2023-12-25,shuriken,1345.42,7
6647,2023-06-14,kunaiHierro,704.22,5
6648,2026-01-21,shuriken,915.9,4
6649,2026-01-20,nodachiElite,572.63,10
6650,2023-05-05,katanaAcero,484.01,5
6651,2026-01-20,katanaAcero,1305.58,1
6652,2023-06-20,nodachiElite,301.88,10
6653,2026-01-21,nodachiElite,1012.39,10
6654,2023-02-06,tantoMadera,116.11,10
6655,2023-07-30,shuriken,335.15,1
6656,2023-05-15,kunaiHierro,215.17,7
6658,2023-10-10,bokenEntrenamiento,806.65,1
6659,2026-01-20,nodachiElite,755.4100000000001,6
6660,2023-11-02,bokenEntrenamiento,849.09,8
6661,2023-06-05,katanaAcero,787.65,6
6663,2023-07-02,shuriken,524.53,6
6664,2023-08-23,bokenEntrenamiento,848.48,8
6665,2023-12-02,katanaAcero,755.4100000000001,4
6666,2026-01-20,tantoMadera,1101.18,7
6667,2026-01-21,nodachiElite,1016.56,8
6668,2023-08-10,kunaiHierro,133.25,5
6669,2023-05-03,kunaiHierro,38.15,6
6670,2023-02-01,shuriken,755.4100000000001,5
6671,2023-12-16,kunaiHierro,1436.37,3
6672,2023-09-11,kunaiHierro,811.2,2
6673,2026-01-21,nodachiElite,138.25,10
6674,2023-10-18,tantoMadera,17.31,7
6675,2023-09-10,nodachiElite,1099.57,6
6676,2023-11-03,shuriken,115.78,9
6677,2023-02-03,tantoMadera,316.09,3
6678,2026-01-20,nodachiElite,171.95,5
6679,2026-01-21,katanaAcero,502.23,10
6680,2026-01-21,bokenEntrenamiento,982.01,7
6681,2023-03-13,bokenEntrenamiento,1147.13,5
6682,2023-02-09,nodachiElite,83.14,6
6683,2023-04-06,shuriken,288.89,3
6684,2023-10-20,kunaiHierro,1088.51,6
6685,2023-05-30,katanaAcero,734.56,9
6686,2023-10-12,tantoMadera,840.94,1
6687,2023-12-30,bokenEntrenamiento,533.92,8
6688,2023-04-05,shuriken,116.99,3
6689,2023-12-25,bokenEntrenamiento,640.97,4
6690,2023-11-30,shuriken,1341.11,4
6691,2023-07-05,kunaiHierro,485.48,10
6692,2023-07-28,bokenEntrenamiento,755.4100000000001,7
6693,2023-10-27,tantoMadera,649.95,5
6694,2023-08-19,tantoMadera,1266.0,5
6695,2023-08-23,tantoMadera,823.88,10
6697,2023-08-10,shuriken,45.99,1
6698,2026-01-21,shuriken,570.11,9
6699,2026-01-20,kunaiHierro,915.22,5
6700,2023-07-02,bokenEntrenamiento,1476.36,4
6701,2023-09-10,kunaiHierro,1213.81,6
6702,2023-08-07,nodachiElite,489.2,1
6703,2023-02-27,shuriken,1149.67,1
6704,2023-06-25,nodachiElite,945.06,2
6705,2023-01-13,katanaAcero,914.5,6
6706,2023-01-12,shuriken,318.76,3
6707,2023-01-09,nodachiElite,755.4100000000001,2
6708,2026-01-21,tantoMadera,239.6,4
6709,2023-02-15,shuriken,1054.36,10
6710,2023-05-11,kunaiHierro,1380.46,7
6711,2023-08-24,nodachiElite,1285.55,10
6712,2023-01-23,tantoMadera,1215.2,1
6713,2023-09-30,bokenEntrenamiento,499.42,8
6714,2023-10-29,nodachiElite,160.29,10
6715,2023-03-17,nodachiElite,1123.07,6
6716,2023-01-30,shuriken,1368.02,10
6717,2023-04-16,bokenEntrenamiento,1485.67,8
6718,2023-07-29,shuriken,985.38,2
6719,2023-05-23,nodachiElite,1047.72,10
6720,2026-01-20,tantoMadera,111.03,8
6721,2023-05-20,kunaiHierro,1482.13,3
6722,2023-01-18,shuriken,399.65,6
6723,2023-10-23,nodachiElite,603.04,4
6724,2023-07-13,kunaiHierro,589.3,2
6725,2023-04-24,nodachiElite,361.72,2
6726,2023-02-10,tantoMadera,100.9,4
6727,2026-01-21,shuriken,683.91,4
6728,2023-05-14,shuriken,826.47,7
6729,2023-02-17,kunaiHierro,1090.0,3
6730,2026-01-21,kunaiHierro,755.4100000000001,9
6731,2023-01-18,kunaiHierro,420.71,4
6732,2023-11-11,tantoMadera,1203.45,1
6733,2023-09-28,tantoMadera,1047.93,6
6734,2023-07-23,kunaiHierro,755.4100000000001,6
6735,2023-08-10,tantoMadera,755.4100000000001,3
6736,2023-09-17,kunaiHierro,1001.93,2
6737,2023-12-30,katanaAcero,1378.04,10
6738,2023-04-27,bokenEntrenamiento,1253.8,6
6739,2026-01-20,shuriken,458.24,8
6740,2023-01-05,tantoMadera,659.65,6
6741,2023-02-05,katanaAcero,1193.3,4
6742,2023-02-05,tantoMadera,653.64,3
6743,2023-03-29,kunaiHierro,852.36,8
6744,2023-01-17,bokenEntrenamiento,1059.86,6
6745,2023-06-10,shuriken,444.65,9
6746,2026-01-20,nodachiElite,288.4,9
6747,2026-01-20,bokenEntrenamiento,787.96,6
6748,2023-08-09,bokenEntrenamiento,358.41,8
6749,2023-05-05,nodachiElite,755.4100000000001,8
6750,2023-10-28,shuriken,1399.08,9
6751,2023-04-04,nodachiElite,732.17,2
6752,2026-01-20,shuriken,611.53,4
6753,2026-01-21,tantoMadera,905.73,4
6754,2023-01-08,bokenEntrenamiento,788.07,1
6755,2026-01-21,katanaAcero,755.4100000000001,6
6756,2026-01-20,nodachiElite,1069.84,3
6757,2026-01-21,tantoMadera,1432.48,5
6758,2026-01-20,kunaiHierro,1287.5,7
6759,2026-01-20,tantoMadera,970.9,5
6760,2023-05-17,bokenEntrenamiento,694.62,4
6761,2023-02-18,tantoMadera,946.25,3
6762,2023-03-26,kunaiHierro,355.36,3
6763,2026-01-20,katanaAcero,141.1,8
6764,2023-05-26,nodachiElite,54.35,3
6765,2023-01-17,kunaiHierro,832.92,7
6766,2026-01-21,kunaiHierro,313.44,10
6767,2023-07-04,tantoMadera,560.76,3
6768,2023-08-06,tantoMadera,755.4100000000001,10
6769,2023-10-20,bokenEntrenamiento,1481.58,8
6770,2023-05-26,nodachiElite,1453.7,7
6771,2023-08-05,tantoMadera,263.53,10
6772,2023-11-25,bokenEntrenamiento,1164.67,6
6773,2024-01-01,kunaiHierro,167.14,1
6774,2023-05-25,katanaAcero,463.34,7
6775,2023-08-05,nodachiElite,676.45,10
6776,2023-03-19,kunaiHierro,755.4100000000001,6
6777,2026-01-20,tantoMadera,1201.17,2
6778,2023-10-14,kunaiHierro,607.17,10
6779,2023-11-09,tantoMadera,755.15,9
6780,2023-11-07,katanaAcero,956.07,8
6781,2023-04-14,bokenEntrenamiento,261.31,10
6782,2023-07-27,kunaiHierro,813.21,6
6783,2023-08-30,nodachiElite,611.49,9
6784,2023-08-18,katanaAcero,1256.45,2
6785,2023-01-03,kunaiHierro,543.17,6
6788,2023-08-19,katanaAcero,643.78,6
6789,2023-02-08,katanaAcero,1097.07,7
6790,2026-01-20,bokenEntrenamiento,197.21,8
6791,2026-01-21,shuriken,1115.27,5
6792,2023-12-09,bokenEntrenamiento,29.04,7
6793,2026-01-20,katanaAcero,1233.8,9
6794,2026-01-21,nodachiElite,888.68,9
6795,2023-10-17,tantoMadera,479.88,2
6796,2023-10-12,shuriken,755.4100000000001,3
6797,2023-03-09,kunaiHierro,356.55,1
6798,2023-08-23,nodachiElite,1026.5,9
6799,2023-08-08,bokenEntrenamiento,1348.77,9
6800,2023-12-06,nodachiElite,881.32,9
6801,2026-01-20,shuriken,673.63,9
6802,2023-09-14,nodachiElite,1459.1,8
6803,2023-08-14,tantoMadera,204.5,7
6804,2026-01-21,katanaAcero,1172.3,8
6805,2023-12-23,kunaiHierro,1022.23,7
6806,2023-08-31,nodachiElite,75.53,1
6807,2023-05-18,shuriken,531.31,2
6808,2023-11-04,nodachiElite,658.15,9
6809,2026-01-20,bokenEntrenamiento,1057.18,5
6810,2023-07-09,shuriken,996.19,7
6811,2026-01-20,bokenEntrenamiento,1466.13,4
6812,2023-01-28,shuriken,652.14,9
6813,2023-01-06,katanaAcero,756.34,6
6814,2023-04-11,shuriken,15.24,10
6815,2023-11-07,shuriken,397.07,6
6816,2023-01-14,tantoMadera,281.77,7
6817,2023-11-16,nodachiElite,693.42,4
6818,2026-01-21,kunaiHierro,1233.9,7
6819,2026-01-20,nodachiElite,856.2,9
6820,2023-07-03,nodachiElite,179.75,9
6821,2023-03-26,tantoMadera,289.32,10
6822,2023-02-14,kunaiHierro,899.44,3
6823,2026-01-20,katanaAcero,755.4100000000001,3
6824,2023-08-15,katanaAcero,772.93,7
6825,2026-01-21,kunaiHierro,704.3,8
6826,2023-02-08,tantoMadera,540.8,3
6827,2023-01-20,shuriken,567.43,1
6828,2023-12-26,kunaiHierro,1285.15,4
6829,2026-01-21,bokenEntrenamiento,299.11,8
6830,2023-11-24,nodachiElite,1422.18,8
6831,2023-10-30,shuriken,673.41,1
6832,2023-04-23,nodachiElite,133.04,8
6833,2023-10-02,shuriken,576.12,7
6834,2023-05-01,kunaiHierro,197.01,2
6835,2023-12-29,nodachiElite,699.49,3
6836,2023-05-01,nodachiElite,1483.81,7
6837,2023-04-05,kunaiHierro,755.4100000000001,10
6838,2026-01-20,nodachiElite,405.24,8
6839,2023-10-19,katanaAcero,136.79,9
6840,2023-03-19,nodachiElite,1198.46,5
6841,2023-06-22,bokenEntrenamiento,123.81,1
6842,2026-01-21,tantoMadera,393.96,6
6843,2026-01-21,katanaAcero,1479.79,8
6844,2026-01-20,kunaiHierro,1396.06,5
6845,2023-10-15,katanaAcero,211.15,5
6846,2023-10-20,katanaAcero,817.42,9
6847,2023-01-15,kunaiHierro,453.91,5
6848,2026-01-21,kunaiHierro,51.47,5
6849,2023-12-08,shuriken,1006.05,4
6850,2023-12-30,bokenEntrenamiento,348.05,9
6851,2023-07-08,nodachiElite,321.11,5
6852,2023-11-16,shuriken,166.55,9
6853,2026-01-21,shuriken,759.55,5
6854,2026-01-20,kunaiHierro,174.41,7
6855,2023-06-01,tantoMadera,523.28,6
6856,2023-05-09,kunaiHierro,1077.28,2
6857,2023-05-06,kunaiHierro,1134.86,7
6858,2023-07-30,bokenEntrenamiento,161.44,3
6859,2023-06-13,katanaAcero,424.72,4
6860,2026-01-20,nodachiElite,536.23,5
6861,2023-11-09,shuriken,593.15,5
6862,2023-10-22,bokenEntrenamiento,781.0,3
6863,2023-08-19,nodachiElite,1170.94,2
6864,2023-08-16,shuriken,369.67,1
6865,2023-05-17,nodachiElite,755.4100000000001,3
6866,2026-01-20,tantoMadera,88.23,4
6867,2026-01-20,katanaAcero,816.55,7
6868,2026-01-20,bokenEntrenamiento,908.63,7
6869,2026-01-21,kunaiHierro,588.75,10
6870,2026-01-20,nodachiElite,181.87,5
6871,2026-01-21,bokenEntrenamiento,702.64,10
6872,2023-02-18,katanaAcero,1142.95,1
6873,2023-05-20,kunaiHierro,195.83,6
6874,2023-08-28,kunaiHierro,833.57,7
6875,2023-02-04,bokenEntrenamiento,685.58,1
6876,2026-01-21,nodachiElite,210.91,6
6877,2026-01-20,kunaiHierro,181.49,6
6879,2026-01-20,tantoMadera,302.7,8
6880,2026-01-20,bokenEntrenamiento,33.91,4
6882,2026-01-20,tantoMadera,1009.43,6
6883,2026-01-20,bokenEntrenamiento,755.4100000000001,8
6884,2026-01-20,shuriken,130.74,2
6885,2023-05-08,bokenEntrenamiento,742.49,2
6886,2026-01-21,bokenEntrenamiento,90.7,10
6888,2023-10-01,tantoMadera,1107.16,5
6889,2026-01-21,katanaAcero,899.62,2
6890,2023-07-04,kunaiHierro,353.53,1
6891,2023-09-23,katanaAcero,792.14,2
6892,2023-01-08,nodachiElite,1447.02,4
6893,2023-05-10,kunaiHierro,1318.12,5
6894,2026-01-20,katanaAcero,500.53,1
6895,2023-05-07,tantoMadera,936.78,4
6896,2023-07-13,tantoMadera,767.55,6
6897,2023-07-05,tantoMadera,1193.47,8
6898,2023-06-20,tantoMadera,952.37,2
6899,2023-01-22,nodachiElite,810.36,7
6901,2023-02-11,nodachiElite,1418.92,9
6902,2023-03-09,tantoMadera,1425.52,4
6903,2023-12-12,bokenEntrenamiento,221.91,8
6904,2023-12-11,shuriken,1361.54,9
6905,2023-11-29,tantoMadera,642.4,1
6906,2023-01-20,kunaiHierro,755.4100000000001,9
6907,2023-04-18,tantoMadera,1488.79,4
6908,2023-11-07,shuriken,755.4100000000001,1
6909,2026-01-20,katanaAcero,755.4100000000001,5
6910,2023-03-10,kunaiHierro,499.56,4
6911,2023-07-02,bokenEntrenamiento,1338.9,8
6912,2026-01-20,nodachiElite,1453.93,9
6913,2023-08-08,kunaiHierro,755.4100000000001,10
6915,2026-01-21,shuriken,185.82,9
6916,2023-03-29,nodachiElite,527.26,2
6917,2026-01-21,bokenEntrenamiento,581.37,10
6918,2023-06-29,bokenEntrenamiento,1043.78,10
6919,2023-02-18,shuriken,755.4100000000001,7
6920,2026-01-20,katanaAcero,125.49,4
6921,2023-06-07,nodachiElite,581.25,9
6922,2026-01-21,nodachiElite,47.02,1
6923,2023-11-29,katanaAcero,1070.39,9
6925,2023-12-31,katanaAcero,465.2,6
6926,2023-10-24,shuriken,1076.86,7
6927,2026-01-20,nodachiElite,755.4100000000001,2
6928,2026-01-20,shuriken,45.74,5
6930,2023-06-07,nodachiElite,949.38,2
6931,2023-01-11,kunaiHierro,83.94,10
6932,2026-01-20,kunaiHierro,617.42,8
6933,2023-03-31,nodachiElite,1038.61,3
6934,2023-10-31,katanaAcero,1188.6,9
6935,2023-05-22,nodachiElite,80.45,1
6936,2023-12-29,katanaAcero,755.4100000000001,5
6937,2023-12-06,tantoMadera,1025.43,9
6938,2023-10-29,katanaAcero,189.3,4
6939,2023-01-07,katanaAcero,200.28,7
6940,2026-01-20,tantoMadera,925.14,5
6941,2023-08-17,nodachiElite,273.81,4
6942,2026-01-21,katanaAcero,658.95,6
6943,2026-01-20,katanaAcero,466.63,6
6944,2023-08-08,tantoMadera,969.77,9
6945,2023-09-27,shuriken,1184.1,4
6946,2023-08-01,kunaiHierro,472.18,1
6947,2023-04-19,tantoMadera,1460.87,6
6948,2023-09-25,shuriken,763.62,9
6949,2023-01-04,kunaiHierro,1238.22,6
6950,2023-06-29,nodachiElite,89.43,9
6951,2023-01-22,kunaiHierro,390.85,2
6952,2023-07-25,nodachiElite,277.38,5
6953,2026-01-20,kunaiHierro,489.88,10
6954,2023-04-10,katanaAcero,550.63,5
6955,2023-06-09,shuriken,755.4100000000001,2
6957,2023-09-19,nodachiElite,798.6,4
6958,2023-09-18,nodachiElite,1383.82,9
6959,2023-05-19,katanaAcero,276.67,3
6960,2026-01-20,shuriken,33.2,9
6961,2023-12-10,katanaAcero,1262.63,1
6962,2026-01-20,nodachiElite,755.4100000000001,8
6963,2023-12-01,nodachiElite,691.1,4
6964,2023-10-21,nodachiElite,419.79,1
6965,2026-01-21,katanaAcero,134.03,9
6966,2023-11-14,nodachiElite,1498.91,10
6967,2023-02-01,tantoMadera,614.08,7
6968,2023-09-12,kunaiHierro,595.49,6
6969,2026-01-21,bokenEntrenamiento,1410.78,7
6970,2023-12-02,shuriken,811.8,1
6971,2023-06-29,shuriken,682.59,2
6973,2023-07-24,kunaiHierro,282.47,3
6974,2023-04-28,katanaAcero,175.77,4
6975,2023-12-10,bokenEntrenamiento,382.42,10
6976,2026-01-21,tantoMadera,1295.5,1
6977,2023-09-08,shuriken,575.99,5
6978,2023-08-03,kunaiHierro,907.53,8
6979,2026-01-20,tantoMadera,457.0,3
6980,2023-02-27,tantoMadera,394.72,9
6981,2026-01-20,kunaiHierro,755.4100000000001,8
6982,2023-09-01,nodachiElite,1249.32,9
6983,2023-12-21,kunaiHierro,330.81,2
6984,2026-01-20,katanaAcero,724.92,9
6985,2023-12-23,katanaAcero,335.31,10
6986,2023-03-24,kunaiHierro,999.84,1
6987,2023-11-07,tantoMadera,878.31,10
6988,2023-09-02,bokenEntrenamiento,1267.75,7
6989,2023-05-06,nodachiElite,948.06,3
6990,2023-04-13,bokenEntrenamiento,565.65,5
6991,2023-04-12,tantoMadera,801.38,6
6992,2026-01-20,nodachiElite,466.52,1
6993,2026-01-20,katanaAcero,1072.6,1
6994,2023-06-28,tantoMadera,1330.57,6
6995,2023-01-30,nodachiElite,755.4100000000001,8
6996,2026-01-21,katanaAcero,317.5,8
6997,2026-01-21,katanaAcero,394.4,3
6998,2023-12-30,kunaiHierro,848.15,3
6999,2023-06-08,shuriken,755.4100000000001,7
7000,2023-11-14,nodachiElite,694.77,9
7001,2026-01-20,nodachiElite,1052.32,7
7002,2026-01-20,kunaiHierro,861.82,6
7003,2023-11-07,tantoMadera,897.74,4
7004,2023-08-29,tantoMadera,664.25,7
7005,2023-08-08,nodachiElite,1160.94,7
7006,2023-11-07,nodachiElite,1245.1,3
7007,2023-11-08,katanaAcero,309.75,4
7008,2023-07-27,tantoMadera,169.96,6
7009,2023-03-12,katanaAcero,406.82,10
7010,2023-04-16,tantoMadera,881.17,8
7011,2023-05-15,shuriken,82.34,7
7012,2023-04-15,shuriken,169.35,3
7014,2023-03-17,bokenEntrenamiento,1354.47,8
7015,2026-01-20,bokenEntrenamiento,130.77,10
7016,2023-12-12,katanaAcero,280.31,10
7017,2023-09-16,katanaAcero,700.7,10
7018,2023-09-29,kunaiHierro,746.45,6
7019,2023-09-13,katanaAcero,658.44,3
7020,2023-06-02,bokenEntrenamiento,139.96,2
7021,2026-01-20,nodachiElite,367.43,4
7022,2023-02-09,shuriken,657.06,1
7023,2023-01-08,nodachiElite,448.12,5
7024,2023-11-19,tantoMadera,753.83,3
7025,2026-01-20,shuriken,447.43,1
7026,2023-09-10,shuriken,993.47,9
7027,2023-04-05,bokenEntrenamiento,1130.81,1
7028,2023-07-31,bokenEntrenamiento,755.4100000000001,10
7029,2023-05-06,tantoMadera,987.98,9
7030,2023-08-28,nodachiElite,1356.21,3
7031,2023-03-14,kunaiHierro,1144.3,1
7032,2023-01-30,bokenEntrenamiento,1113.49,5
7033,2023-07-14,katanaAcero,222.61,10
7034,2023-11-22,tantoMadera,1039.42,4
7035,2023-05-30,nodachiElite,695.62,9
7036,2023-10-26,kunaiHierro,683.61,7
7037,2023-12-20,kunaiHierro,800.58,4
7038,2023-02-08,nodachiElite,755.4100000000001,7
7039,2026-01-20,tantoMadera,238.98,6
7040,2023-11-15,tantoMadera,27.33,6
7041,2023-06-26,tantoMadera,755.4100000000001,2
7042,2026-01-20,shuriken,533.62,7
7043,2023-12-26,shuriken,278.22,5
7044,2023-01-05,kunaiHierro,1287.89,6
7045,2026-01-20,nodachiElite,560.05,5
7046,2023-04-30,kunaiHierro,1308.73,8
7047,2023-05-19,katanaAcero,593.34,2
7048,2023-08-12,kunaiHierro,650.67,4
7049,2023-02-21,kunaiHierro,346.79,8
7050,2023-06-16,nodachiElite,942.24,1
7051,2023-10-11,kunaiHierro,890.49,8
7052,2023-03-18,katanaAcero,833.98,7
7053,2023-02-01,shuriken,1346.72,1
7055,2023-08-07,katanaAcero,127.09,6
7056,2023-08-29,kunaiHierro,1408.21,9
7058,2023-07-08,nodachiElite,873.38,1
7059,2023-01-07,kunaiHierro,183.43,6
7060,2026-01-20,bokenEntrenamiento,1218.43,3
7061,2026-01-21,bokenEntrenamiento,1345.1,7
7062,2023-06-01,katanaAcero,1280.48,3
7063,2023-02-10,bokenEntrenamiento,975.09,1
7064,2026-01-20,kunaiHierro,858.29,7
7065,2023-04-22,bokenEntrenamiento,755.4100000000001,9
7066,2023-12-18,kunaiHierro,1477.92,10
7067,2023-11-21,tantoMadera,1000.83,10
7068,2023-02-17,tantoMadera,101.65,8
7069,2026-01-21,kunaiHierro,549.96,2
7070,2026-01-20,katanaAcero,545.59,3
7072,2023-01-15,bokenEntrenamiento,1044.58,5
7073,2023-09-18,tantoMadera,115.25,10
7074,2023-04-02,bokenEntrenamiento,975.6,10
7075,2026-01-21,katanaAcero,891.67,8
7076,2023-01-07,tantoMadera,755.4100000000001,9
7077,2026-01-21,kunaiHierro,1383.03,5
